datetime='2015-10-09 13:16:28',T009A='6',T009B='8',T013A='5',T013B='6',T033A='3',T033B='6',T046A='24',T046B='26',T079A='15',T079B='25',T094A='19',T094B='22',T099A='13',T099B='16',T103A='[days]',T103B=' ',T113A='3',T113B='7',T123A='50',T123B='70',T129A='25',T129B='30',T133A='45',T133B='50',T138A='10',T138B='25',T145A='5',T145B='6',T149A='3',T149B='8'
datetime='2015-10-09 13:16:57',T005A='30',T005B='55',T014A='11',T014B='12',T015A='4',T015B='5',T021A='5',T021B='12',T025A='26',T025B='30',T032A='2',T032B='6',T042A='4',T042B='6',T064A='2',T064B='5',T104A='[days]',T104B=' ',T116A='2',T116B='4',T125A='5',T125B='8',T131A='10',T131B='14',T143A='4',T143B='10',T146A='3',T146B='12',T148A='3',T148B='8'
datetime='2015-10-09 13:17:05',T002A='0',T002B='10',T011A='0',T011B='35',T044A='8',T044B='12',T052A='6',T052B='8',T061A='15',T061B='35',T069A='2',T069B='4',T081A='0',T081B='7',T090A='5',T090B='8',T098A='15',T098B='40',T101A='25',T101B='29',T107A='3',T107B='15',T112A='[days]',T112B=' ',T122A='20',T122B='35',T135A='11',T135B='15',T140A='3',T140B='7'
datetime='2015-10-09 13:17:08',T017A='20',T017B='26',T020A='8',T020B='9',T036A='[weeks]',T036B=' ',T038A='2',T038B='6',T041A='3',T041B='25',T059A='6',T059B='8',T076A='2',T076B='8',T080A='40',T080B='55',T085A='8',T085B='12',T102A='17',T102B='18',T121A='43',T121B='47',T124A='85',T124B='100',T130A='14',T130B='17',T142A='2',T142B='5',T147A='2',T147B='8'
datetime='2015-10-09 13:17:16',T009A='6',T009B='8',T013A='7',T013B='6',T033A='3',T033B='8',T046A='23',T046B='27',T079A='0',T079B='30',T094A='18',T094B='20',T099A='12',T099B='15',T103A='[months]',T103B=' ',T113A='5',T113B='10',T123A='60',T123B='70',T129A='25',T129B='35',T133A='46',T133B='50',T138A='2',T138B='+++',T145A='3',T145B='7',T149A='5',T149B='8'
datetime='2015-10-09 13:17:22',T003A='1',T003B='30',T012A='36',T012B='47',T023A='3',T023B='6',T037A='[months]',T037B=' ',T045A='16',T045B='20',T051A='0',T051B='14',T075A='2',T075B='5',T083A='1',T083B='20',T095A='10',T095B='26',T108A='2',T108B='4',T110A='[weeks]',T110B=' ',T128A='10',T128B='18',T132A='4',T132B='8',T137A='1',T137B='5',T141A='0',T141B='6'
datetime='2015-10-09 13:17:32',T002A='5',T002B='9',T011A='18',T011B='35',T044A='8',T044B='12',T052A='6',T052B='8',T061A='7',T061B='14',T069A='2',T069B='3',T081A='2',T081B='6',T090A='5',T090B='7',T098A='16',T098B='19',T101A='25',T101B='28',T107A='3',T107B='5',T112A='[days]',T112B=' ',T122A='24',T122B='35',T135A='11',T135B='12',T140A='2',T140B='4'
datetime='2015-10-09 13:17:43',T002A='5',T002B='10',T011A='6',T011B='36',T044A='9',T044B='12',T052A='7',T052B='8',T061A='10',T061B='14',T069A='3',T069B='4',T081A='6',T081B='7',T090A='5',T090B='6',T098A='15',T098B='16',T101A='25',T101B='26',T107A='6',T107B='9',T112A='[weeks]',T112B=' ',T122A='25',T122B='30',T135A='11',T135B='13',T140A='3',T140B='5'
datetime='2015-10-09 13:18:12',T001A='3',T001B='6',T010A='5',T010B='6',T019A='3',T019B='4',T049A='10',T049B='15',T054A='7',T054B='9',T067A='3',T067B='5',T072A='5',T072B='10',T082A='7',T082B='9',T091A='16',T091B='18',T100A='12',T100B='13',T106A='3',T106B='5',T109A='5',T109B='12',T111A='[months]',T111B=' ',T117A='2',T117B='4',T134A='19',T134B='21'
datetime='2015-10-09 13:18:53',T002A='1',T002B='9',T011A='27',T011B='35',T044A='10',T044B='11',T052A='6',T052B='9',T061A='5',T061B='10',T069A='3',T069B='7',T081A='6',T081B='7',T090A='6',T090B='9',T098A='15',T098B='18',T101A='25',T101B='27',T107A='4',T107B='6',T112A='[weeks]',T112B=' ',T122A='25',T122B='35',T135A='12',T135B='13',T140A='3',T140B='7'
datetime='2015-10-09 13:19:00',T003A='0',T003B='29',T012A='44',T012B='47',T023A='3',T023B='4',T037A='[weeks]',T037B=' ',T045A='16',T045B='20',T051A='13',T051B='16',T075A='3',T075B='6',T083A='18',T083B='20',T095A='10',T095B='11',T108A='3',T108B='6',T110A='[days]',T110B=' ',T128A='11',T128B='18',T132A='4',T132B='8',T137A='3',T137B='8',T141A='2',T141B='6'
datetime='2015-10-09 13:19:06',T002A='0',T002B='10',T011A='12',T011B='24',T044A='9',T044B='11',T052A='6',T052B='8',T061A='14',T061B='35',T069A='2',T069B='4',T081A='6',T081B='7',T090A='5',T090B='7',T098A='15',T098B='20',T101A='25',T101B='30',T107A='3',T107B='9',T112A='[weeks]',T112B=' ',T122A='28',T122B='33',T135A='11',T135B='13',T140A='3',T140B='5'
datetime='2015-10-09 13:19:29',T006A='3',T006B='5',T027A='20',T027B='29',T029A='[months]',T029B=' ',T034A='4',T034B='+++',T050A='7',T050B='7',T056A='11',T056B='12',T068A='5',T068B='11',T071A='4',T071B='7',T073A='3',T073B='6',T088A='14',T088B='14',T092A='46',T092B='47',T096A='7',T096B='10',T114A='5',T114B='10',T118A='6',T118B='7',T139A='3',T139B='6'
datetime='2015-10-09 13:19:33',T001A='4',T001B='7',T010A='4',T010B='6',T019A='3',T019B='4',T049A='10',T049B='16',T054A='8',T054B='10',T067A='3',T067B='5',T072A='5',T072B='11',T082A='8',T082B='10',T091A='15',T091B='17',T100A='12',T100B='13',T106A='2',T106B='4',T109A='2',T109B='5',T111A='[months]',T111B=' ',T117A='2',T117B='4',T134A='17',T134B='22'
datetime='2015-10-09 13:19:44',T002A='7',T002B='9',T011A='24',T011B='33',T044A='7',T044B='11',T052A='6',T052B='9',T061A='14',T061B='30',T069A='3',T069B='4',T081A='5',T081B='6',T090A='6',T090B='7',T098A='17',T098B='18',T101A='26',T101B='27',T107A='3',T107B='4',T112A='[days]',T112B=' ',T122A='25',T122B='28',T135A='11',T135B='13',T140A='5',T140B='8'
datetime='2015-10-09 13:20:04',T007A='6',T007B='8',T016A='8',T016B='11',T026A='8',T026B='10',T039A='2',T039B='6',T043A='9',T043B='15',T047A='25',T047B='41',T060A='13',T060B='17',T065A='2',T065B='5',T077A='10',T077B='14',T086A='18',T086B='23',T097A='15',T097B='17',T105A='[months]',T105B=' ',T127A='5',T127B='9',T136A='4',T136B='13',T144A='2',T144B='6'
datetime='2015-10-09 13:20:17',T017A='15',T017B='30',T020A='8',T020B='10',T036A='[days]',T036B=' ',T038A='3',T038B='6',T041A='1',T041B='3',T059A='6',T059B='8',T076A='1',T076B='17',T080A='50',T080B='62',T085A='7',T085B='11',T102A='17',T102B='18',T121A='43',T121B='47',T124A='---',T124B='95',T130A='12',T130B='18',T142A='1',T142B='3',T147A='5',T147B='7'
datetime='2015-10-09 13:20:24',T003A='0',T003B='29',T012A='37',T012B='47',T023A='3',T023B='4',T037A='[months]',T037B=' ',T045A='16',T045B='20',T051A='13',T051B='15',T075A='2',T075B='3',T083A='15',T083B='20',T095A='10',T095B='11',T108A='2',T108B='6',T110A='[days]',T110B=' ',T128A='11',T128B='17',T132A='5',T132B='7',T137A='3',T137B='5',T141A='2',T141B='6'
datetime='2015-10-09 13:20:26',T008A='10',T008B='13',T018A='30',T018B='40',T022A='15',T022B='19',T028A='[days]',T028B=' ',T030A='[weeks]',T030B=' ',T048A='9',T048B='10',T055A='9',T055B='11',T057A='20',T057B='29',T062A='3',T062B='6',T066A='3',T066B='9',T078A='16',T078B='19',T089A='17',T089B='19',T115A='2',T115B='6',T120A='15',T120B='16',T150A='3',T150B='6'
datetime='2015-10-09 13:20:35',T008A='12',T008B='14',T018A='30',T018B='40',T022A='15',T022B='18',T028A='[weeks]',T028B=' ',T030A='[weeks]',T030B=' ',T048A='9',T048B='11',T055A='9',T055B='11',T057A='23',T057B='27',T062A='3',T062B='6',T066A='3',T066B='8',T078A='17',T078B='20',T089A='18',T089B='20',T115A='3',T115B='6',T120A='14',T120B='16',T150A='2',T150B='6'
