datetime='2015-07-15 02:31:13',E002='30',E005='[alguns meses]',E010='[algumas semanas]',E015='[alguns meses]',E017='6',E024='5',E030='12-15',E031='2',E043='23',E049='20',E052='12',E054='5',E059='32',E068='4',E069='10',E075='9',E080='56-59',E091='16',E096='6',E103='14',E107='5',E108='2',E113='9',E115='8',E119='3'
datetime='2015-07-15 03:01:37',E004='29',E009='[alguns dias]',E014='[algumas semanas]',E018='14',E021='35',E023='9',E025='10',E028='4',E029='4',E034='13',E039='7',E044='9',E045='2',E047='25',E058='34',E067='5',E073='6',E079='19',E085='10',E100='30',E102='6',E106='6',E114='3',E120='3',E124='3'
datetime='2015-07-15 03:28:52',E007='[muitas semanas]',E012='[alguns dias]',E033='6',E038='4',E040='5',E051='18',E057='29',E060='12-15',E062='12',E063='4',E064='7',E072='35',E074='5',E082='8',E086='22',E087='4',E089='13',E094='16',E095='7',E097='28',E101='13',E104='9',E110='5',E111='3',E122='3'
datetime='2015-07-15 14:05:20',E004='28',E009='[alguns dias]',E014='[algumas semanas]',E018='12',E021='35',E023='10',E025='10',E028='3',E029='16-20',E034='14',E039='8',E044='9',E045='4',E047='20',E058='30',E067='4',E073='7',E079='19',E085='10',E100='-1',E102='8',E106='5',E114='4',E120='3',E124='3'
datetime='2015-07-15 14:09:06',E002='25',E005='[algumas semanas]',E010='[alguns dias]',E015='[algumas semanas]',E017='5',E024='10',E030='21-25',E031='3',E043='22',E049='25',E052='11',E054='5',E059='33',E068='3',E069='9',E075='9',E080='61-65',E091='18',E096='6',E103='14',E107='4',E108='2',E113='4',E115='4',E119='3'
datetime='2015-07-15 14:53:59',E002='28',E005='[muitos anos]',E010='[alguns dias]',E015='[alguns dias]',E017='6',E024='9',E030='12-15',E031='1',E043='22',E049='22',E052='11',E054='5',E059='35',E068='4',E069='13',E075='9',E080='71-80',E091='26',E096='10',E103='16',E107='8',E108='2',E113='10-12',E115='12-18',E119='3'
datetime='2015-07-15 15:11:51',E001='9',E008=' [alguns anos]',E013='[muitas semanas]',E020='15',E026='6',E027='8',E036='7',E037='3',E046='30',E048='21-25',E055='20',E065='35',E066='10',E070='8',E077='10',E084='10',E090='30',E092='14',E098='5',E099='25',E105='8',E112='5',E118='12-18',E123='6',E125='9'
datetime='2015-07-15 15:11:54',E002='30',E005='[alguns dias]',E010='[alguns dias]',E015='[alguns dias]',E017='5',E024='9',E030='10',E031='3',E043='21',E049='21',E052='12',E054='6',E059='32',E068='3',E069='9',E075='8',E080='56-59',E091='17',E096='9',E103='16',E107='3',E108='2',E113='13-15',E115='7',E119='3'
datetime='2015-07-15 15:23:41',E004='28',E009='[muitos dias]',E014='[muitas semanas]',E018='16',E021='40',E023='10',E025='10',E028='3',E029='12-15',E034='12',E039='9',E044='9',E045='4',E047='27',E058='34',E067='4',E073='7',E079='19',E085='10',E100='24',E102='5',E106='10',E114='3',E120='4',E124='6'
datetime='2015-07-15 15:24:39',E003='11',E006='[alguns dias]',E011='[alguns dias]',E016='[alguns dias]',E019='6',E022='34',E032='3',E035='27',E041='4',E042='23',E050='27',E053='7',E056='13',E061='11',E071='3',E076='9',E078='5',E081='56-59',E083='4',E088='11',E093='5',E109='2',E116='5',E117='4',E121='3'
datetime='2015-07-15 15:26:45',E001='5',E008='[alguns dias]',E013='[alguns dias]',E020='18-20',E026='6',E027='6',E036='5',E037='3',E046='-1',E048='14',E055='22',E065='28',E066='10',E070='6',E077='3',E084='8',E090='32',E092='10',E098='5',E099='28',E105='3',E112='5',E118='4',E123='2',E125='5'
datetime='2015-07-15 15:35:06',E001='11',E008='[muitos dias]',E013='[alguns meses]',E020='14',E026='6',E027='6',E036='4',E037='3',E046='28',E048='15',E055='19',E065='35',E066='10',E070='7',E077='10',E084='10',E090='34',E092='14',E098='5',E099='36',E105='10',E112='10',E118='6',E123='3',E125='4'
datetime='2015-07-15 15:40:20',E003='11',E006='[alguns dias]',E011='[alguns dias]',E016='[alguns dias]',E019='6',E022='35',E032='3',E035='30',E041='3',E042='23',E050='20',E053='7',E056='13',E061='14',E071='7',E076='9',E078='6',E081='66-70',E083='4',E088='11',E093='6',E109='6',E116='5',E117='3',E121='2'
datetime='2015-07-15 15:43:00',E001='9',E008='[algumas semanas]',E013='[algumas semanas]',E020='14',E026='4',E027='7',E036='8',E037='3',E046='26',E048='14',E055='20',E065='38',E066='10',E070='7',E077='10',E084='9',E090='24',E092='12',E098='5',E099='25',E105='7',E112='6',E118='9',E123='3',E125='8'
datetime='2015-07-15 15:44:56',E004='31',E009='[alguns dias]',E014='[alguns dias]',E018='14',E021='34',E023='10',E025='11',E028='3',E029='10',E034='11',E039='9',E044='9',E045='3',E047='23',E058='22',E067='8',E073='6',E079='16',E085='10',E100='28',E102='6',E106='2',E114='2',E120='4',E124='3'
datetime='2015-07-15 16:01:05',E002='28',E005='[alguns meses]',E010='[alguns dias]',E015='[alguns dias]',E017='6',E024='12',E030='21-25',E031='3',E043='25',E049='20',E052='13',E054='5',E059='33',E068='4',E069='9',E075='9',E080='61-65',E091='17',E096='8',E103='14',E107='5',E108='2',E113='7',E115='9',E119='4'
datetime='2015-07-15 16:03:08',E007='[muitos dias]',E012='[alguns dias]',E033='5',E038='3',E040='3',E051='25',E057='30',E060='10',E062='13',E063='4',E064='10',E072='33',E074='3',E082='13',E086='23',E087='2',E089='11',E094='16',E095='5',E097='28',E101='10',E104='10',E110='10-12',E111='4',E122='8'
datetime='2015-07-15 16:33:35',E002='28',E005='[alguns meses]',E010='[alguns dias]',E015='[alguns dias]',E017='6',E024='9',E030='16-20',E031='3',E043='23',E049='20',E052='11',E054='5',E059='34',E068='7',E069='8',E075='9',E080='56-59',E091='16',E096='8',E103='16',E107='2',E108='2',E113='6',E115='10',E119='5'
datetime='2015-07-15 17:13:06',E002='30',E005='[algumas semanas]',E010='[algumas semanas]',E015='[algumas semanas]',E017='6',E024='999',E030='8',E031='5',E043='23',E049='30',E052='11',E054='5',E059='36',E068='8',E069='7',E075='9',E080='31-40',E091='31-45',E096='8',E103='16',E107='3',E108='2',E113='8',E115='7',E119='999'
datetime='2015-07-15 17:51:26',E002='24',E005='[muitas semanas]',E010='[alguns dias]',E015='[algumas semanas]',E017='8',E024='10',E030='12-15',E031='5',E043='25',E049='20',E052='12',E054='6',E059='32',E068='4',E069='10',E075='9',E080='51-55',E091='18',E096='5',E103='16',E107='6',E108='3',E113='4',E115='9',E119='3'
datetime='2015-07-15 19:08:09',E002='30',E005='[muitos dias]',E010='[alguns dias]',E015='[alguns dias]',E017='6',E024='9',E030='21-25',E031='4',E043='25',E049='25',E052='12',E054='5',E059='34',E068='4',E069='9',E075='9',E080='56-59',E091='16',E096='8',E103='14',E107='2',E108='2',E113='3',E115='5',E119='3'
datetime='2015-07-15 19:24:27',E004='27',E009='[alguns dias]',E014='[alguns dias]',E018='14',E021='35',E023='10',E025='9',E028='3',E029='2',E034='12',E039='9',E044='9',E045='4',E047='25',E058='31',E067='3',E073='6',E079='17',E085='9',E100='28',E102='6',E106='3',E114='3',E120='3',E124='3'
datetime='2015-07-15 19:51:53',E001='8',E008='[alguns dias]',E013='[alguns dias]',E020='18-20',E026='4',E027='6',E036='5',E037='4',E046='28',E048='17',E055='18',E065='34',E066='10',E070='6',E077='10',E084='8',E090='27',E092='16',E098='7',E099='27',E105='3',E112='4',E118='6',E123='3',E125='5'
datetime='2015-07-15 22:29:22',E007='[algumas semanas]',E012='[alguns dias]',E033='10',E038='4',E040='3',E051='25',E057='30',E060='10',E062='15',E063='4',E064='10',E072='40',E074='6',E082='8',E086='19',E087='4',E089='14',E094='15',E095='5',E097='25',E101='10',E104='8',E110='10-12',E111='7',E122='5'
datetime='2015-07-15 22:45:56',E007='[muitas semanas]',E012='[alguns dias]',E033='8',E038='3',E040='2',E051='25',E057='29',E060='6',E062='14',E063='7',E064='9',E072='35',E074='4',E082='10',E086='20',E087='4',E089='12',E094='14',E095='8',E097='26',E101='11',E104='6',E110='7',E111='5',E122='6'
datetime='2015-07-16 00:03:43',E007='[alguns dias]',E012='[alguns dias]',E033='5',E038='3',E040='5',E051='20',E057='26',E060='7',E062='12',E063='4',E064='9',E072='40',E074='5',E082='7',E086='23',E087='4',E089='14',E094='13',E095='5',E097='24',E101='11',E104='5',E110='5',E111='2',E122='4'
datetime='2015-07-16 00:47:43',E007='[alguns dias]',E012='[alguns dias]',E033='10',E038='6',E040='10-12',E051='17',E057='20',E060='9',E062='11',E063='4',E064='7',E072='31',E074='5',E082='10',E086='16',E087='4',E089='8',E094='13',E095='4',E097='20',E101='7',E104='5',E110='3',E111='4',E122='4'
datetime='2015-07-16 01:05:34',E003='10',E006='[algumas semanas]',E011='[alguns meses]',E016='[algumas semanas]',E019='5',E022='30',E032='10',E035='36-40',E041='11',E042='23',E050='20',E053='8',E056='12',E061='15',E071='12-15',E076='9',E078='6',E081='41-50',E083='4',E088='11',E093='4',E109='999',E116='6',E117='5',E121='3'
datetime='2015-07-16 01:21:56',E003='9',E006='[alguns dias]',E011='[alguns dias]',E016='[alguns dias]',E019='9',E022='36',E032='4',E035='30',E041='3',E042='19',E050='24',E053='8',E056='10',E061='16',E071='4',E076='8',E078='6',E081='41-50',E083='8',E088='13',E093='6',E109='19-21',E116='4',E117='4',E121='3'
datetime='2015-07-16 01:22:57',E002='30',E005='[muitos dias]',E010='[alguns dias]',E015=' [alguns anos]',E017='5',E024='10',E030='4',E031='999',E043='25',E049='16',E052='10',E054='3',E059='-1',E068='999',E069='8',E075='4',E080='41-50',E091='12',E096='6',E103='5',E107='5',E108='4',E113='5',E115='4',E119='3'
datetime='2015-07-16 01:24:01',E002='30',E005='[alguns meses]',E010='[alguns dias]',E015='[alguns dias]',E017='6',E024='10',E030='12-15',E031='4',E043='23',E049='22',E052='13',E054='6',E059='29',E068='6',E069='10',E075='9',E080='61-65',E091='16',E096='6',E103='14',E107='3',E108='2',E113='10-12',E115='7',E119='4'
datetime='2015-07-16 01:29:52',E003='11',E006='[alguns dias]',E011='[alguns dias]',E016='[alguns dias]',E019='8',E022='40',E032='10',E035='24',E041='3',E042='23',E050='-1',E053='7',E056='14',E061='10',E071='10',E076='9',E078='7',E081='31-40',E083='4',E088='11',E093='4',E109='19-21',E116='6',E117='1',E121='4'
datetime='2015-07-16 03:18:27',E003='11',E006='[alguns meses]',E011='[muitos dias]',E016='[muitas semanas]',E019='8',E022='37',E032='5',E035='28',E041='5',E042='22',E050='23',E053='8',E056='11',E061='13',E071='4',E076='8',E078='5',E081='51-55',E083='5',E088='11',E093='6',E109='4',E116='5',E117='4',E121='7'
datetime='2015-07-16 03:30:26',E001='11',E008='[algumas semanas]',E013='[alguns dias]',E020='16',E026='4',E027='7',E036='4',E037='3',E046='27',E048='16',E055='20',E065='40',E066='10',E070='10',E077='5',E084='12',E090='28',E092='12',E098='5',E099='28',E105='5',E112='3',E118='4',E123='3',E125='5'
datetime='2015-07-16 05:12:17',E003='11',E006='[algumas semanas]',E011='[alguns dias]',E016='[algumas semanas]',E019='6',E022='40',E032='7',E035='30',E041='3',E042='23',E050='20',E053='8',E056='12',E061='15',E071='4',E076='9',E078='25-30',E081='31-40',E083='4',E088='11',E093='6',E109='8',E116='6',E117='3',E121='3'
datetime='2015-07-16 11:50:13',E002='28',E005='[muitos meses]',E010='[alguns dias]',E015='[alguns meses]',E017='6',E024='9',E030='26-30',E031='2',E043='25',E049='25',E052='10',E054='6',E059='35',E068='4',E069='8',E075='9',E080='61-65',E091='15',E096='8',E103='14',E107='3',E108='2',E113='4',E115='7',E119='3'
datetime='2015-07-16 11:50:13',E002='28',E005='[muitos meses]',E010='[alguns dias]',E015='[alguns meses]',E017='6',E024='9',E030='26-30',E031='2',E043='25',E049='25',E052='10',E054='6',E059='35',E068='4',E069='8',E075='9',E080='61-65',E091='15',E096='8',E103='14',E107='3',E108='2',E113='4',E115='7',E119='3'
